isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.7742.1	chr6	+	6895	26	full-splice_match	ADGRG6	ENST00000230173.10	7026	26	111	20	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	1221	3666	366	4031	30.0
PB.3599.4	chr17	-	1541	1	incomplete-splice_match	ATP2A3	ENST00000309890.11	4826	22	39049	5	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	coding	269	810	38	847	25.0
PB.910.3	chr1	-	3017	6	novel_in_catalog	RP4-559A3.7	novel	1625	8	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	273	822	1619	2440	15.0
PB.7444.1	chr6	+	1542	7	novel_in_catalog	C6orf136	novel	613	4	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	172	519	841	1359	45.0
PB.3599.1	chr17	-	4739	21	full-splice_match	ATP2A3	ENST00000397041.7	4675	21	-64	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	999	3000	193	3192	25.0
PB.6318.1	chr3	+	1724	1	novel_in_catalog	ARL13B	novel	3906	9	3	73803	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	A	non_coding	NA	NA	NA	NA	100.0
PB.3599.2	chr17	-	4596	22	novel_not_in_catalog	ATP2A3	novel	4826	22	NA	NA	any annotated donor/acceptor	FALSE	non_canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	999	3000	50	3049	25.0
PB.2354.1	chr12	+	1681	15	full-splice_match	NOC4L	ENST00000330579.5	1632	15	-23	-26	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	516	1551	65	1615	30.0
PB.6403.3	chr3	+	3593	12	full-splice_match	SEC61A1	ENST00000243253.7	3635	12	42	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	476	1431	143	1573	20.0
PB.6403.1	chr3	+	5029	11	incomplete-splice_match	SEC61A1	ENST00000243253.7	3635	12	22	0	intron_retention	FALSE	canonical	NA	NA	NA	NA	NA	15	NA	TRUE	NA	NA	NA	C	coding	415	1248	163	1410	20.0
PB.2121.2	chr12	-	2671	1	novel_in_catalog	DDIT3	novel	940	4	1222	1257	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	90.0
PB.2121.1	chr12	-	1171	3	full-splice_match	DDIT3	ENST00000552740.5	951	3	-3	-217	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	192	579	376	954	15.0
PB.8247.2	chr7	+	4609	3	full-splice_match	LRRC61	ENST00000463441.5	667	3	-9	-3933	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	236	711	2295	3005	40.0
PB.8614.3	chr8	-	754	3	full-splice_match	SLC39A4	ENST00000529462.5	2778	3	4	2020	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	129	390	90	479	10.0
PB.110.1	chr1	-	2273	1	incomplete-splice_match	RCC2	ENST00000375436.8	4087	13	30692	0	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	B	non_coding	NA	NA	NA	NA	10.0
PB.6761.1	chr4	+	2638	3	novel_not_in_catalog	AFF1	novel	1668	3	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	B	coding	136	411	1586	1996	25.0
PB.6536.6	chr3	+	2217	17	incomplete-splice_match	PSMD2	ENST00000439383.5	2633	19	1455	0	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	638	1917	143	2059	10.0
PB.6761.2	chr4	+	2564	3	novel_not_in_catalog	AFF1	novel	1668	3	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	14	NA	TRUE	NA	NA	NA	B	coding	136	411	1508	1918	40.0
PB.6536.3	chr3	+	3148	21	novel_in_catalog	PSMD2	novel	3449	21	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	820	2463	528	2990	10.0
PB.6536.2	chr3	+	2917	21	full-splice_match	PSMD2	ENST00000310118.8	3449	21	526	6	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	908	2727	33	2759	10.0
PB.6536.1	chr3	+	1918	15	incomplete-splice_match	PSMD2	ENST00000310118.8	3449	21	526	2623	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	628	1884	33	1916	65.0
PB.2334.1	chr12	-	3471	12	full-splice_match	ABCB9	ENST00000280560.12	3517	12	42	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	766	2301	256	2556	20.0
PB.7376.1	chr6	+	1530	10	full-splice_match	PAK1IP1	ENST00000379568.3	1800	10	235	35	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	392	1179	57	1235	65.0
PB.735.2	chr1	+	1836	14	full-splice_match	NUF2	ENST00000367900.7	1842	14	1	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	464	1395	152	1546	10.0
PB.6620.1	chr4	+	2603	14	novel_in_catalog	HGFAC	novel	2159	14	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	11	1	TRUE	NA	NA	NA	A	coding	401	1206	18	1223	5.0
PB.129.1	chr1	+	3108	20	novel_in_catalog	KDM1A	novel	3039	19	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	872	2619	162	2780	5.0
PB.129.2	chr1	+	3027	19	full-splice_match	KDM1A	ENST00000356634.7	3033	19	6	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	852	2559	144	2702	0.0
PB.883.1	chr1	+	2732	1	genic	TGFB2	novel	NA	NA	NA	NA	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	A	coding	120	363	1367	1729	90.0
PB.6669.4	chr4	+	1297	10	novel_in_catalog	FAM114A1	novel	567	3	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	411	1233	64	1296	70.0
PB.8380.4	chr8	+	4105	4	full-splice_match	BAG4	ENST00000432471.6	1943	4	250	-2412	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	421	1266	33	1298	15.0
PB.9231.1	chrX	-	1234	1	full-splice_match	RNF113A	ENST00000371442.3	1353	1	67	52	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	A	coding	343	1032	148	1179	5.0
PB.7668.1	chr6	+	2007	11	full-splice_match	QRSL1	ENST00000369046.8	4106	11	-2	2101	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	528	1587	107	1693	80.0
PB.9041.1	chrX	-	2318	13	full-splice_match	SH3KBP1	ENST00000379716.5	3819	13	69	1432	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	427	1284	57	1340	80.0
PB.9041.2	chrX	-	2019	13	full-splice_match	SH3KBP1	ENST00000379716.5	3819	13	86	1714	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	427	1284	40	1323	80.0
PB.8209.2	chr7	-	3771	4	full-splice_match	MTPN	ENST00000393085.3	3738	4	-35	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	118	357	252	608	30.0
PB.7802.1	chr7	+	2086	9	full-splice_match	GET4	ENST00000265857.7	2090	9	4	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	321	966	109	1074	10.0
PB.7802.2	chr7	+	1391	8	novel_in_catalog	SUN1	novel	2975	17	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	300	903	74	976	10.0
PB.4652.1	chr19	+	1430	11	full-splice_match	PSMC4	ENST00000157812.6	1591	11	160	1	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	418	1257	39	1295	30.0
PB.1568.1	chr11	+	781	6	full-splice_match	PRDX5	ENST00000265462.8	893	6	111	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	162	489	174	662	20.0
PB.6068.4	chr3	+	1899	10	full-splice_match	THUMPD3	ENST00000345094.7	3961	10	31	2031	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	507	1524	304	1827	40.0
PB.9037.6	chrX	-	3292	9	novel_in_catalog	RBBP7	novel	373	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	253	762	285	1046	40.0
PB.5717.3	chr20	+	2333	1	incomplete-splice_match	GID8	ENST00000266069.4	4397	5	8022	2	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	25.0
PB.5717.2	chr20	+	4387	5	full-splice_match	GID8	ENST00000266069.4	4397	5	8	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	228	687	140	826	25.0
PB.5717.1	chr20	+	1543	5	full-splice_match	GID8	ENST00000266069.4	4397	5	20	2834	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	228	687	128	814	40.0
PB.8936.3	chr9	-	2295	5	full-splice_match	SURF6	ENST00000372022.5	4447	5	211	1941	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	361	1086	56	1141	15.0
PB.1407.3	chr11	+	3031	15	full-splice_match	GTF2H1	ENST00000265963.8	2982	15	-45	-4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	548	1647	206	1852	15.0
PB.1407.2	chr11	+	1872	9	incomplete-splice_match	GTF2H1	ENST00000418116.6	1822	14	-13	12244	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	385	1158	213	1370	20.0
PB.1407.1	chr11	+	2248	15	full-splice_match	GTF2H1	ENST00000265963.8	2982	15	-52	786	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	548	1647	213	1859	20.0
PB.2135.3	chr12	+	1856	1	novel_in_catalog	USP15	novel	14950	21	41	154155	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	85.0
PB.3585.2	chr17	+	2877	17	full-splice_match	RPA1	ENST00000254719.9	4340	17	-21	1484	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	616	1851	132	1982	20.0
PB.3585.3	chr17	+	2703	16	novel_in_catalog	RPA1	novel	577	6	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	585	1758	53	1810	25.0
PB.1407.5	chr11	+	2150	9	incomplete-splice_match	GTF2H1	ENST00000418116.6	1822	14	10	11943	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	385	1158	190	1347	25.0
PB.3585.1	chr17	+	2500	18	novel_not_in_catalog	RPA1	novel	577	6	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	647	1944	155	2098	5.0
PB.5230.3	chr2	-	2844	5	full-splice_match	RND3	ENST00000375734.6	2777	5	-70	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	244	735	321	1055	25.0
PB.2366.1	chr13	+	4511	26	novel_not_in_catalog	ZMYM2	novel	10200	25	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	A	coding	1290	3873	172	4044	15.0
PB.5929.2	chr22	-	1746	10	incomplete-splice_match	EIF4ENIF1	ENST00000330125.9	3544	19	-78	14694	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	507	1524	154	1677	25.0
PB.5929.1	chr22	-	3631	19	full-splice_match	EIF4ENIF1	ENST00000330125.9	3544	19	-87	0	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	985	2958	163	3120	30.0
PB.4153.2	chr18	-	4531	12	full-splice_match	YES1	ENST00000314574.4	4441	12	-88	-2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	543	1632	222	1853	25.0
PB.6508.1	chr3	-	2905	1	incomplete-splice_match	TBL1XR1	ENST00000636864.1	6888	7	17523	1414	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	B	coding	102	309	1754	2062	20.0
PB.8247.1	chr7	+	1755	3	full-splice_match	LRRC61	ENST00000359623.8	1877	3	127	-5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	259	780	462	1241	15.0
PB.4153.1	chr18	-	4686	12	full-splice_match	YES1	ENST00000314574.4	4441	12	-84	-161	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	11	NA	TRUE	NA	NA	NA	C	coding	543	1632	218	1849	10.0
PB.5230.1	chr2	-	2653	6	full-splice_match	RND3	ENST00000263895.8	2711	6	27	31	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	4	NA	TRUE	NA	NA	NA	C	coding	244	735	158	892	60.0
PB.3553.2	chr16	-	2349	3	full-splice_match	SPATA2L	ENST00000289805.9	2335	3	-22	8	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	424	1275	92	1366	45.0
PB.6775.2	chr4	+	2397	14	full-splice_match	RAP1GDS1	ENST00000408900.7	1942	14	-124	-331	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	558	1677	173	1849	5.0
PB.6775.1	chr4	+	2553	15	full-splice_match	RAP1GDS1	ENST00000408927.7	3681	15	-69	1197	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	607	1824	183	2006	10.0
PB.3553.1	chr16	-	2508	3	full-splice_match	SPATA2L	ENST00000569918.1	692	3	-81	-1735	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	424	1275	233	1507	35.0
PB.2705.1	chr14	+	5386	6	full-splice_match	SUSD6	ENST00000342745.4	5388	6	0	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	303	912	314	1225	25.0
PB.258.3	chr1	-	2357	17	full-splice_match	SF3A3	ENST00000373019.4	3673	17	888	428	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	501	1506	69	1574	65.0
PB.8254.2	chr7	-	2183	7	novel_in_catalog	FASTK	novel	1609	9	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	350	1053	142	1194	20.0
PB.8254.3	chr7	-	1907	9	full-splice_match	FASTK	ENST00000482806.5	1826	9	-57	-24	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	456	1371	184	1554	15.0
PB.2586.1	chr14	-	4956	21	incomplete-splice_match	HECTD1	ENST00000611816.4	8980	45	73755	-2	5prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	1337	4014	129	4142	30.0
PB.8254.6	chr7	-	1709	9	novel_in_catalog	FASTK	novel	1609	9	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	460	1383	176	1558	15.0
PB.8254.7	chr7	-	1963	10	novel_in_catalog	FASTK	novel	1609	9	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	488	1467	398	1864	15.0
PB.8254.4	chr7	-	2276	10	novel_in_catalog	FASTK	novel	1609	9	NA	NA	no_combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	515	1548	628	2175	15.0
PB.7486.1	chr6_GL000255v2_alt	-	1342	6	antisense		novel	NA	NA	NA	NA	multi-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	coding	272	819	283	1101	15.0
PB.8254.8	chr7	-	4177	1	novel_in_catalog	FASTK	novel	1402	9	40	0	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	C	coding	148	447	901	1347	15.0
PB.8254.9	chr7	-	1749	10	full-splice_match	FASTK	ENST00000482571.2	1764	10	14	1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	3	NA	TRUE	NA	NA	NA	C	coding	488	1467	185	1651	15.0
PB.7486.2	chr6_GL000255v2_alt	-	1105	6	antisense		novel	NA	NA	NA	NA	multi-exon	FALSE	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	B	coding	229	690	179	868	20.0
PB.3894.1	chr17	-	3449	15	full-splice_match	PLCD3	ENST00000619929.4	6107	15	-23	2681	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	22	2	TRUE	NA	NA	NA	A	coding	789	2370	112	2481	20.0
PB.5180.4	chr2	+	3432	12	full-splice_match	ACTR3	ENST00000263238.6	6718	12	79	3207	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	418	1257	242	1498	25.0
PB.5371.1	chr2	+	2551	21	full-splice_match	XRCC5	ENST00000392132.6	3428	21	83	794	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	732	2199	58	2256	25.0
PB.2474.3	chr13	+	4706	9	novel_in_catalog	MBNL2	novel	4487	7	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	373	1122	805	1926	20.0
PB.5180.1	chr2	+	2250	12	full-splice_match	ACTR3	ENST00000263238.6	6718	12	130	4338	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	418	1257	191	1447	20.0
PB.9037.4	chrX	-	2049	12	full-splice_match	RBBP7	ENST00000380084.8	2036	12	-18	5	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	469	1410	264	1673	40.0
PB.5057.1	chr2	-	3367	6	full-splice_match	TEX261	ENST00000272438.8	3441	6	72	2	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	1	TRUE	NA	NA	NA	C	coding	196	591	117	707	35.0
PB.1540.1	chr11	-	2000	12	novel_in_catalog	BSCL2	novel	545	5	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	462	1389	520	1908	20.0
PB.1540.3	chr11	-	1451	11	full-splice_match	BSCL2	ENST00000421906.5	1440	11	29	-40	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	398	1197	163	1359	20.0
PB.1540.2	chr11	-	1507	11	full-splice_match	BSCL2	ENST00000407022.7	1516	11	29	-20	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	398	1197	219	1415	20.0
PB.2414.1	chr13	+	2347	10	full-splice_match	WBP4	ENST00000379487.4	2623	10	267	9	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	376	1131	134	1264	55.0
PB.9069.1	chrX	-	1672	1	antisense	novelGene_RP1-154K9.2_AS	novel	NA	NA	NA	NA	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	A	coding	234	705	82	786	95.0
PB.6507.3	chr3	+	3715	24	full-splice_match	ECT2	ENST00000232458.9	4087	24	81	291	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	883	2652	118	2769	20.0
PB.6507.2	chr3	+	4164	25	full-splice_match	ECT2	ENST00000392692.7	4158	25	-12	6	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	914	2745	189	2933	20.0
PB.3566.1	chr17	-	2022	7	incomplete-splice_match	VPS53	ENST00000571805.5	2356	19	-9	119315	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	202	609	150	758	80.0
PB.6096.1	chr3	+	2799	8	full-splice_match	MKRN2	ENST00000170447.11	2848	8	45	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	416	1251	93	1343	25.0
PB.6096.2	chr3	+	2465	8	full-splice_match	MKRN2	ENST00000170447.11	2848	8	52	331	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	416	1251	86	1336	30.0
PB.8768.1	chr9	+	3693	17	full-splice_match	TDRD7	ENST00000355295.4	3834	17	137	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	1098	3297	159	3455	40.0
PB.9075.1	chrX	+	3787	5	full-splice_match	RP2	ENST00000218340.3	3803	5	12	4	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	350	1053	150	1202	30.0
PB.9075.2	chrX	+	2637	1	incomplete-splice_match	RP2	ENST00000218340.3	3803	5	42772	10	mono-exon	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	50.0
PB.8198.2	chr7	-	3243	7	novel_in_catalog	AKR1B1	novel	1409	10	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	2	NA	TRUE	NA	NA	NA	C	coding	119	360	1754	2113	5.0
PB.4883.1	chr2	+	2292	15	full-splice_match	TAF1B	ENST00000263663.9	2387	15	62	33	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	588	1767	127	1893	50.0
PB.3265.3	chr16	-	2640	4	novel_not_in_catalog	THUMPD1	novel	2567	8	NA	NA	any annotated donor/acceptor	FALSE	canonical	NA	NA	NA	NA	NA	5	1	TRUE	NA	NA	NA	C	coding	178	537	619	1155	80.0
PB.3265.2	chr16	-	3330	1	novel_in_catalog	THUMPD1	novel	2567	8	4817	30853	mono-exon_by_intron_retention	FALSE	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	C	non_coding	NA	NA	NA	NA	40.0
PB.3913.1	chr17	-	1553	5	full-splice_match	MRPL10	ENST00000351111.6	1725	5	-11	183	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	261	786	18	803	15.0
PB.9226.1	chrX	+	1626	6	full-splice_match	UBE2A	ENST00000371558.6	1874	6	245	3	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	152	459	1	459	25.0
PB.1417.1	chr11	-	1476	6	full-splice_match	CCDC34	ENST00000328697.10	2103	6	628	-1	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	373	1122	47	1168	25.0
PB.1417.2	chr11	-	749	4	incomplete-splice_match	CCDC34	ENST00000328697.10	2103	6	672	2896	3prime_fragment	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	249	747	3	749	60.0
PB.3265.4	chr16	-	2105	5	full-splice_match	THUMPD1	ENST00000381337.6	4122	5	280	1737	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	C	coding	353	1062	66	1127	80.0
PB.484.2	chr1	+	3453	8	novel_in_catalog	SARS	novel	1852	11	NA	NA	combination_of_known_junctions	FALSE	canonical	NA	NA	NA	NA	NA	36	3	TRUE	NA	NA	NA	C	coding	172	519	1397	1915	15.0
PB.2089.1	chr12	+	3311	6	full-splice_match	RAB5B	ENST00000360299.9	5340	6	31	1998	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	A	coding	215	648	191	838	85.0
PB.484.1	chr1	+	1916	11	full-splice_match	SARS	ENST00000234677.6	1852	11	-3	-61	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	514	1545	79	1623	20.0
PB.7763.2	chr6	-	2281	5	full-splice_match	FBXO5	ENST00000367241.3	2221	5	-51	-9	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	401	1206	433	1638	35.0
PB.484.4	chr1	+	1923	12	full-splice_match	SARS	ENST00000369923.4	1882	12	-66	25	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	0	NA	TRUE	NA	NA	NA	C	coding	536	1611	78	1688	15.0
PB.484.5	chr1	+	3857	2	full-splice_match	SARS	ENST00000482384.1	804	2	-13	-3040	multi-exon	FALSE	canonical	NA	NA	NA	NA	NA	5	NA	TRUE	NA	NA	NA	C	non_coding	NA	NA	NA	NA	100.0
PB.8794.1	chr9	-	2527	19	full-splice_match	CTNNAL1	ENST00000325551.8	2490	19	-37	0	multi-exon	TRUE	canonical	NA	NA	NA	NA	NA	1	NA	TRUE	NA	NA	NA	A	coding	734	2205	125	2329	30.0
